"Year" "Age" "Deaths" "Exposure"
"1" 1921 20 269.08 73227.35
"2" 1921 21 296.78 71127.2
"3" 1921 22 266.26 69917.95
"4" 1921 23 292.79 69596.01
"5" 1921 24 258.71 69641.83
"6" 1921 25 276.75 69791.69
"7" 1921 26 279.85 69953.19
"8" 1921 27 290.31 69868.76
"9" 1921 28 305.4 69491.9
"10" 1921 29 271.9 69049.85
"11" 1921 30 274.33 68608.72
"12" 1921 31 244.52 68293.22
"13" 1921 32 284.09 68395.64
"14" 1921 33 278.44 68855.5
"15" 1921 34 266.99 69376.85
"16" 1921 35 353.91 69831.31
"17" 1921 36 316.17 69849.14
"18" 1921 37 295.47 68833.26
"19" 1921 38 395.23 66729.25
"20" 1921 39 299.36 64216.18
"21" 1921 40 399.32 61655.41
"22" 1921 41 313.33 59109
"23" 1921 42 382.7 56874.95
"24" 1921 43 304.88 54976.35
"25" 1921 44 303.08 53180.06
"26" 1921 45 392.55 51255.96
"27" 1921 46 345.03 49315.72
"28" 1921 47 339.16 47523.86
"29" 1921 48 393.93 45845.25
"30" 1921 49 362.93 44238.44
"31" 1921 50 458.54 42675.19
"32" 1921 51 334.54 41065.76
"33" 1921 52 441.68 39215.37
"34" 1921 53 400.24 37092.26
"35" 1921 54 413.48 34943.08
"36" 1921 55 452.32 32809.79
"37" 1921 56 469.62 30856.79
"38" 1921 57 425.16 29489.06
"39" 1921 58 510.5 28692.6
"40" 1921 59 500.76 28088.55
"41" 1921 60 586.57 27489.42
"42" 1921 61 500.83 26788.15
"43" 1921 62 609.07 25693.2
"44" 1921 63 604.77 24133.56
"45" 1921 64 569.68 22492.56
"46" 1921 65 702.68 20886.77
"47" 1921 66 564.94 19323.05
"48" 1921 67 637.29 17956.31
"49" 1921 68 685.54 16719.06
"50" 1921 69 614.08 15559.67
"51" 1921 70 740.25 14388.04
"52" 1921 71 582.45 13237.88
"53" 1921 72 710.35 12139.25
"54" 1921 73 673.49 11025.25
"55" 1921 74 658.23 9965.1
"56" 1921 75 675.05 8957.74
"57" 1921 76 665.46 7989.31
"58" 1921 77 607.93 7107.03
"59" 1921 78 651.08 6297.32
"60" 1921 79 573.6 5641.09
"61" 1921 80 620.93 5071.8
"62" 1921 81 435.33 4395.87
"63" 1921 82 446.19 3686.05
"64" 1921 83 462.6 3136.39
"65" 1921 84 441.35 2697.62
"66" 1921 85 380.59 2186.28
"67" 1921 86 325.86 1716.58
"68" 1921 87 301.55 1378.96
"69" 1921 88 272.19 1092.55
"70" 1921 89 184.73 833.18
"71" 1921 90 146.87 637.02
"72" 1921 91 114.56 484.19
"73" 1921 92 91.89 365.26
"74" 1921 93 63.51 268.82
"75" 1921 94 51.69 196.78
"76" 1921 95 43.48 144.69
"77" 1921 96 27.51 104.82
"78" 1921 97 24.95 75.99
"79" 1921 98 21.98 51.67
"80" 1921 99 9.14 37.18
"81" 1922 20 268.01 74977.06
"82" 1922 21 278.85 72471.69
"83" 1922 22 287.36 70648.92
"84" 1922 23 292.91 69837.96
"85" 1922 24 245.88 69714.36
"86" 1922 25 271.96 69617.51
"87" 1922 26 271.07 69678.93
"88" 1922 27 286.52 69645.73
"89" 1922 28 247.43 69325.48
"90" 1922 29 296.29 68849.66
"91" 1922 30 299.62 68455.91
"92" 1922 31 235.88 67992.41
"93" 1922 32 289.32 67841.65
"94" 1922 33 272.73 68183.2
"95" 1922 34 263.29 68749.89
"96" 1922 35 341.13 69178.74
"97" 1922 36 319.46 69636.06
"98" 1922 37 311.65 69297.47
"99" 1922 38 335.18 67740.08
"100" 1922 39 312.61 65378.81
"101" 1922 40 403.33 63044.13
"102" 1922 41 270.48 60575.5
"103" 1922 42 399.7 58256.53
"104" 1922 43 336.01 56316.53
"105" 1922 44 326.24 54607.66
"106" 1922 45 420.69 52750.8
"107" 1922 46 337.08 50809.02
"108" 1922 47 344.25 48940.49
"109" 1922 48 384.76 47179.11
"110" 1922 49 363.83 45485.79
"111" 1922 50 450.44 43820.81
"112" 1922 51 349.62 42242.45
"113" 1922 52 454.55 40489.69
"114" 1922 53 420.02 38441.82
"115" 1922 54 403.24 36252.64
"116" 1922 55 517.39 34127.51
"117" 1922 56 479.42 31961.03
"118" 1922 57 501.18 30227.82
"119" 1922 58 518.17 29165.62
"120" 1922 59 508.4 28522.21
"121" 1922 60 600.23 27838.68
"122" 1922 61 510.5 27243.2
"123" 1922 62 610.68 26356.05
"124" 1922 63 614.21 24955.24
"125" 1922 64 608.17 23236.76
"126" 1922 65 745.04 21615.59
"127" 1922 66 641.42 20013.11
"128" 1922 67 687.7 18510.5
"129" 1922 68 751.53 17198.01
"130" 1922 69 684.24 16016.79
"131" 1922 70 759.73 14824.6
"132" 1922 71 627.87 13656.41
"133" 1922 72 777.27 12512.95
"134" 1922 73 765.88 11386.67
"135" 1922 74 711.08 10291.09
"136" 1922 75 720.27 9247.4
"137" 1922 76 680.28 8251.49
"138" 1922 77 657.73 7321.84
"139" 1922 78 705.44 6466.61
"140" 1922 79 595.58 5683.05
"141" 1922 80 624.67 5127.6
"142" 1922 81 487.8 4527.45
"143" 1922 82 563.21 3912.75
"144" 1922 83 466.78 3200.49
"145" 1922 84 454.64 2679.79
"146" 1922 85 441.75 2265.88
"147" 1922 86 392.36 1800.42
"148" 1922 87 306.11 1384.48
"149" 1922 88 241.25 1098.34
"150" 1922 89 184.15 871.42
"151" 1922 90 182.88 657.48
"152" 1922 91 103.93 499.74
"153" 1922 92 107.08 379.79
"154" 1922 93 72.4 281.41
"155" 1922 94 59.42 207.01
"156" 1922 95 51.97 144.73
"157" 1922 96 36.86 104.83
"158" 1922 97 22.21 76.99
"159" 1922 98 20.15 53.67
"160" 1922 99 11.2 36.11
"161" 1923 20 264.14 76310.5
"162" 1923 21 298.47 73694
"163" 1923 22 267.07 71696.68
"164" 1923 23 280.64 70625.78
"165" 1923 24 238 70197.87
"166" 1923 25 254.15 69798.94
"167" 1923 26 266.13 69543.96
"168" 1923 27 261.48 69280.93
"169" 1923 28 320.74 68867.96
"170" 1923 29 286.94 68392.26
"171" 1923 30 294.45 68003.42
"172" 1923 31 237.23 67572.65
"173" 1923 32 307.31 67443.09
"174" 1923 33 252.34 67768.72
"175" 1923 34 272.91 68306.13
"176" 1923 35 354.22 68733.12
"177" 1923 36 287.44 69186.61
"178" 1923 37 309.92 68949.44
"179" 1923 38 368.74 67647.06
"180" 1923 39 340.92 65635.8
"181" 1923 40 397.4 63635.24
"182" 1923 41 297.5 61510.74
"183" 1923 42 396.03 59454.01
"184" 1923 43 382.09 57643.36
"185" 1923 44 330.92 55969.35
"186" 1923 45 390.52 54154.9
"187" 1923 46 333.79 52250.76
"188" 1923 47 338.11 50375.86
"189" 1923 48 397.35 48557.82
"190" 1923 49 403.8 46771.53
"191" 1923 50 414.34 45002.81
"192" 1923 51 371.64 43299.69
"193" 1923 52 439.54 41446.49
"194" 1923 53 462.57 39343.75
"195" 1923 54 446.5 37129.35
"196" 1923 55 519.73 34968.72
"197" 1923 56 501.73 32766.94
"198" 1923 57 493.74 30995.46
"199" 1923 58 576.53 29884.98
"200" 1923 59 546.61 29191.42
"201" 1923 60 647.92 28462.13
"202" 1923 61 537.78 27819.43
"203" 1923 62 653.53 26900.1
"204" 1923 63 694.02 25488.18
"205" 1923 64 645.96 23771.47
"206" 1923 65 736.52 22150.34
"207" 1923 66 705.41 20551.42
"208" 1923 67 722.02 19039.53
"209" 1923 68 772.72 17696.16
"210" 1923 69 771.95 16469.73
"211" 1923 70 761.66 15235.36
"212" 1923 71 631.82 14023.29
"213" 1923 72 816.94 12841.78
"214" 1923 73 845.55 11691.54
"215" 1923 74 739.72 10578.79
"216" 1923 75 778.16 9516.3
"217" 1923 76 731.51 8502.76
"218" 1923 77 684.44 7549.36
"219" 1923 78 727.34 6661.49
"220" 1923 79 636 5839.11
"221" 1923 80 698.69 5253.32
"222" 1923 81 495.1 4548.66
"223" 1923 82 583.11 3996.06
"224" 1923 83 576.02 3364.42
"225" 1923 84 474.74 2706.32
"226" 1923 85 435.33 2226.15
"227" 1923 86 426.64 1841.54
"228" 1923 87 331.97 1435.22
"229" 1923 88 263.36 1098.12
"230" 1923 89 218.78 870.88
"231" 1923 90 193.49 675.42
"232" 1923 91 114.56 508.47
"233" 1923 92 126.36 386.76
"234" 1923 93 73.07 284.89
"235" 1923 94 72.79 211.96
"236" 1923 95 48.86 148.27
"237" 1923 96 29.41 103.02
"238" 1923 97 26.76 76.06
"239" 1923 98 24.48 53.6
"240" 1923 99 13.33 36.44
"241" 1924 20 273.97 77756.47
"242" 1924 21 251.7 75000.72
"243" 1924 22 245.14 72814.16
"244" 1924 23 280.76 71497.69
"245" 1924 24 268.91 70789.64
"246" 1924 25 243.77 70113.19
"247" 1924 26 228.83 69571.94
"248" 1924 27 231.27 69095.69
"249" 1924 28 269.36 68586.45
"250" 1924 29 233.02 68095.88
"251" 1924 30 277.48 67699.04
"252" 1924 31 222.74 67289.01
"253" 1924 32 254.13 67175.71
"254" 1924 33 226.47 67496.89
"255" 1924 34 267.21 68029.49
"256" 1924 35 332.95 68474.62
"257" 1924 36 278.22 68947.05
"258" 1924 37 269.44 68820.71
"259" 1924 38 334.05 67765.8
"260" 1924 39 321.52 66082.21
"261" 1924 40 390.18 64395.16
"262" 1924 41 290.43 62590.88
"263" 1924 42 378.5 60787.82
"264" 1924 43 341.92 59117.71
"265" 1924 44 327.12 57505.4
"266" 1924 45 388.47 55753.72
"267" 1924 46 351 53908.88
"268" 1924 47 341.07 52034.68
"269" 1924 48 407.66 50144.62
"270" 1924 49 391.77 48236.56
"271" 1924 50 432.19 46334
"272" 1924 51 324.39 44481.89
"273" 1924 52 453.35 42495.69
"274" 1924 53 432.89 40299.98
"275" 1924 54 443.19 38015.68
"276" 1924 55 461.99 35778.43
"277" 1924 56 477.24 33496.02
"278" 1924 57 450.83 31660.39
"279" 1924 58 505.92 30511.61
"280" 1924 59 502.09 29796.07
"281" 1924 60 623.98 29047.33
"282" 1924 61 495.17 28386.3
"283" 1924 62 629.39 27460.89
"284" 1924 63 647.96 26057.31
"285" 1924 64 671.98 24357.52
"286" 1924 65 738.61 22754.39
"287" 1924 66 697.14 21176.71
"288" 1924 67 696.32 19666.88
"289" 1924 68 762.21 18291.27
"290" 1924 69 743.99 17011.06
"291" 1924 70 781.32 15722.58
"292" 1924 71 656.12 14456.53
"293" 1924 72 742.85 13228.76
"294" 1924 73 726.24 12046.76
"295" 1924 74 782.94 10909.54
"296" 1924 75 785.07 9821.11
"297" 1924 76 769.34 8782.03
"298" 1924 77 626.92 7798.7
"299" 1924 78 711.05 6874.63
"300" 1924 79 601.63 6010.63
"301" 1924 80 657.73 5443.9
"302" 1924 81 518.38 4658.97
"303" 1924 82 565.77 4009.03
"304" 1924 83 517.32 3435.56
"305" 1924 84 498.69 2847.24
"306" 1924 85 384.53 2255.7
"307" 1924 86 360.87 1824.54
"308" 1924 87 300.47 1486.2
"309" 1924 88 251.52 1148.07
"310" 1924 89 202.08 863.91
"311" 1924 90 194.59 667.6
"312" 1924 91 106.45 522.92
"313" 1924 92 117.54 392.32
"314" 1924 93 81.74 286.96
"315" 1924 94 61.7 212.55
"316" 1924 95 52.15 152.64
"317" 1924 96 31.95 107.79
"318" 1924 97 30.33 73.43
"319" 1924 98 22.21 50.14
"320" 1924 99 8.23 36.6
"321" 1925 20 260.83 79351.69
"322" 1925 21 283.67 76410.94
"323" 1925 22 280.09 74007.88
"324" 1925 23 251.58 72446.88
"325" 1925 24 266.83 71478.94
"326" 1925 25 248.63 70543.22
"327" 1925 26 246.67 69740.66
"328" 1925 27 244.09 69062.77
"329" 1925 28 270.14 68446.18
"330" 1925 29 229.69 67916.38
"331" 1925 30 227.04 67490.07
"332" 1925 31 207.4 67072.23
"333" 1925 32 271.93 66974.46
"334" 1925 33 245.21 67329.29
"335" 1925 34 250.88 67919.91
"336" 1925 35 294.64 68441.51
"337" 1925 36 276.03 69001.88
"338" 1925 37 293.29 69010.66
"339" 1925 38 314.85 68155.63
"340" 1925 39 297.34 66710.27
"341" 1925 40 374.12 65254.65
"342" 1925 41 279.15 63677.72
"343" 1925 42 407.73 62087.43
"344" 1925 43 319.8 60600.37
"345" 1925 44 341.08 59143.44
"346" 1925 45 408.49 57537.81
"347" 1925 46 325.84 55841.78
"348" 1925 47 371.18 54017.09
"349" 1925 48 399.74 52035.09
"350" 1925 49 391.87 49942.73
"351" 1925 50 467.51 47853.08
"352" 1925 51 370.52 45794.66
"353" 1925 52 410.47 43636.65
"354" 1925 53 469.17 41342.09
"355" 1925 54 412.34 39004.9
"356" 1925 55 493.36 36700.57
"357" 1925 56 482.47 34348.63
"358" 1925 57 496.27 32447.49
"359" 1925 58 541.36 31235.32
"360" 1925 59 485.42 30460.37
"361" 1925 60 613.41 29657.27
"362" 1925 61 509.64 28944.58
"363" 1925 62 623.76 27991.33
"364" 1925 63 625.56 26595.45
"365" 1925 64 708.71 24924.88
"366" 1925 65 784.63 23352.06
"367" 1925 66 705.86 21808.31
"368" 1925 67 720.1 20312.53
"369" 1925 68 769.24 18916.43
"370" 1925 69 772.96 17593.86
"371" 1925 70 836.39 16265.03
"372" 1925 71 619.81 14960.84
"373" 1925 72 788.13 13692.02
"374" 1925 73 806.9 12469.33
"375" 1925 74 791.18 11292.98
"376" 1925 75 838.82 10161.65
"377" 1925 76 785.87 9079.42
"378" 1925 77 722.2 8054.26
"379" 1925 78 742.82 7094.29
"380" 1925 79 610 6196.35
"381" 1925 80 707.06 5578.21
"382" 1925 81 512.01 4843.02
"383" 1925 82 555.72 4121.6
"384" 1925 83 497.77 3474.36
"385" 1925 84 494.25 2933.52
"386" 1925 85 479.92 2380.35
"387" 1925 86 369.4 1856.29
"388" 1925 87 289.14 1494.01
"389" 1925 88 272.81 1207.44
"390" 1925 89 206.6 914.3
"391" 1925 90 178.58 667.36
"392" 1925 91 129.91 515.02
"393" 1925 92 110.74 406.74
"394" 1925 93 84.65 293.57
"395" 1925 94 70.44 212.27
"396" 1925 95 51.63 153.1
"397" 1925 96 36.26 109.74
"398" 1925 97 27.62 76.28
"399" 1925 98 10.37 50.85
"400" 1925 99 8.28 37.9
"401" 1926 20 281.42 81531.17
"402" 1926 21 264.42 78494.91
"403" 1926 22 290.45 75937.57
"404" 1926 23 253.39 74144.52
"405" 1926 24 250.39 72901.62
"406" 1926 25 253.4 71690.03
"407" 1926 26 231.34 70603
"408" 1926 27 244.39 69698.83
"409" 1926 28 274.44 68949.78
"410" 1926 29 219.3 68355.93
"411" 1926 30 252.38 67868.45
"412" 1926 31 229.34 67402.93
"413" 1926 32 253.42 67280.01
"414" 1926 33 269.44 67626.24
"415" 1926 34 245.41 68229.89
"416" 1926 35 354.62 68783.14
"417" 1926 36 303.53 69388.48
"418" 1926 37 293.47 69480.09
"419" 1926 38 361.63 68757.58
"420" 1926 39 327.59 67477.07
"421" 1926 40 436.88 66184.93
"422" 1926 41 297.54 64769.53
"423" 1926 42 423.8 63342.74
"424" 1926 43 346.64 62015.41
"425" 1926 44 369.67 60708.45
"426" 1926 45 437.83 59245.46
"427" 1926 46 384.66 57692.57
"428" 1926 47 398.74 55936.35
"429" 1926 48 416.71 53914.66
"430" 1926 49 426.75 51709.08
"431" 1926 50 513.96 49502.85
"432" 1926 51 385.66 47312.2
"433" 1926 52 460.83 45030.44
"434" 1926 53 447.77 42641.84
"435" 1926 54 444.81 40226.7
"436" 1926 55 576.07 37834.78
"437" 1926 56 550.93 35395.47
"438" 1926 57 447.76 33401.08
"439" 1926 58 557.02 32082.35
"440" 1926 59 519.87 31202.67
"441" 1926 60 677.24 30298.01
"442" 1926 61 566.95 29481.15
"443" 1926 62 686.23 28468.72
"444" 1926 63 700.16 27079.34
"445" 1926 64 689.15 25455.26
"446" 1926 65 868.54 23927.39
"447" 1926 66 718.2 22435.52
"448" 1926 67 772.29 20968.84
"449" 1926 68 844.44 19562.32
"450" 1926 69 780.39 18203.66
"451" 1926 70 897.58 16845.97
"452" 1926 71 780.28 15514.75
"453" 1926 72 968.57 14209.32
"454" 1926 73 902.57 12940.3
"455" 1926 74 885.43 11711.42
"456" 1926 75 922.5 10525.89
"457" 1926 76 925.48 9386.28
"458" 1926 77 821.35 8311.8
"459" 1926 78 842.42 7318.41
"460" 1926 79 730.24 6397.46
"461" 1926 80 706.16 5641.99
"462" 1926 81 643.06 4934.03
"463" 1926 82 656.05 4250.78
"464" 1926 83 561.86 3552.18
"465" 1926 84 525.88 2953.74
"466" 1926 85 471.83 2438.14
"467" 1926 86 416.66 1945.02
"468" 1926 87 321.5 1506.12
"469" 1926 88 288.45 1200.65
"470" 1926 89 237.38 955.48
"471" 1926 90 194.34 708.69
"472" 1926 91 123.2 510.61
"473" 1926 92 129.22 391.69
"474" 1926 93 88.15 303.4
"475" 1926 94 66.11 216.16
"476" 1926 95 49.08 152.47
"477" 1926 96 36.05 109.9
"478" 1926 97 33.07 76.52
"479" 1926 98 19.03 53.84
"480" 1926 99 16.02 37.46
"481" 1927 20 317.72 84649.31
"482" 1927 21 297.59 81701.34
"483" 1927 22 276.57 79126.05
"484" 1927 23 284.65 77163.16
"485" 1927 24 268.58 75650.98
"486" 1927 25 288.62 74169.25
"487" 1927 26 274.61 72791.67
"488" 1927 27 305.71 71626.74
"489" 1927 28 283.67 70678.22
"490" 1927 29 248.58 69930.03
"491" 1927 30 258.65 69280.18
"492" 1927 31 254.56 68661.87
"493" 1927 32 268.6 68393.14
"494" 1927 33 265.6 68597.3
"495" 1927 34 247.6 69072.08
"496" 1927 35 313.77 69516.16
"497" 1927 36 284.65 70018.64
"498" 1927 37 313.78 70084.19
"499" 1927 38 333.81 69446.22
"500" 1927 39 339.78 68321.67
"501" 1927 40 414.99 67187.58
"502" 1927 41 311.78 65938.65
"503" 1927 42 396 64669.12
"504" 1927 43 333.75 63467.49
"505" 1927 44 342.85 62263.03
"506" 1927 45 446.17 60905.43
"507" 1927 46 381.92 59457.11
"508" 1927 47 413.1 57770.68
"509" 1927 48 466.18 55770.5
"510" 1927 49 408.94 53548.83
"511" 1927 50 508.35 51318.47
"512" 1927 51 365.86 49091.94
"513" 1927 52 520.27 46750.42
"514" 1927 53 514.28 44276.63
"515" 1927 54 476.14 41755.99
"516" 1927 55 539.34 39254.42
"517" 1927 56 525.3 36705.86
"518" 1927 57 586.42 34585.99
"519" 1927 58 564.4 33126.65
"520" 1927 59 616.44 32101.94
"521" 1927 60 707.8 31055.85
"522" 1927 61 536.25 30090.25
"523" 1927 62 652.52 28984.97
"524" 1927 63 698.57 27587.12
"525" 1927 64 784.83 26006.49
"526" 1927 65 819.93 24520.13
"527" 1927 66 732.72 23072.8
"528" 1927 67 798.86 21641.91
"529" 1927 68 913.12 20244.42
"530" 1927 69 801.84 18877.24
"531" 1927 70 951.32 17518.72
"532" 1927 71 747.73 16191.32
"533" 1927 72 890.03 14864.43
"534" 1927 73 878.97 13538.02
"535" 1927 74 880.98 12227.44
"536" 1927 75 843.91 10961.83
"537" 1927 76 910 9739.23
"538" 1927 77 789.7 8595.41
"539" 1927 78 827.78 7555.79
"540" 1927 79 726.62 6605.99
"541" 1927 80 678.6 5795.27
"542" 1927 81 559.18 4994.6
"543" 1927 82 631.5 4312.55
"544" 1927 83 514.12 3658.95
"545" 1927 84 504.12 3025.72
"546" 1927 85 463.09 2460.37
"547" 1927 86 394.87 2001.16
"548" 1927 87 354.77 1572.55
"549" 1927 88 253.55 1201.05
"550" 1927 89 233.47 947.26
"551" 1927 90 192.41 739.79
"552" 1927 91 140.3 545.94
"553" 1927 92 114.26 383.85
"554" 1927 93 71.16 290.9
"555" 1927 94 83.19 226.24
"556" 1927 95 50.12 153.55
"557" 1927 96 43.1 107.95
"558" 1927 97 23.04 76.15
"559" 1927 98 24.05 51.75
"560" 1927 99 8.02 37.12
"561" 1928 20 334.58 88223.1
"562" 1928 21 303.52 85335.38
"563" 1928 22 292.52 82747.18
"564" 1928 23 325.57 80678.87
"565" 1928 24 297.52 78990.1
"566" 1928 25 298.52 77317.66
"567" 1928 26 290.53 75729.58
"568" 1928 27 303.55 74326.96
"569" 1928 28 285.51 73117.58
"570" 1928 29 285.51 72096.5
"571" 1928 30 286.52 71172.75
"572" 1928 31 229.42 70286.17
"573" 1928 32 284.52 69766.9
"574" 1928 33 291.51 69747.33
"575" 1928 34 276.51 70027.53
"576" 1928 35 347.62 70292.14
"577" 1928 36 316.55 70618.45
"578" 1928 37 308.56 70615.66
"579" 1928 38 370.68 70058.25
"580" 1928 39 326.6 69114.87
"581" 1928 40 459.88 68165.39
"582" 1928 41 358.7 67117.06
"583" 1928 42 428.8 66030.56
"584" 1928 43 379.69 64967.22
"585" 1928 44 382.68 63866.19
"586" 1928 45 496.95 62622.17
"587" 1928 46 462.83 61288.15
"588" 1928 47 450.82 59681.43
"589" 1928 48 461.87 57711.56
"590" 1928 49 483.89 55482.14
"591" 1928 50 540.02 53235.9
"592" 1928 51 426.79 50980.04
"593" 1928 52 542.97 48582.5
"594" 1928 53 522.96 46025.01
"595" 1928 54 543.99 43398.87
"596" 1928 55 592.1 40785.82
"597" 1928 56 550 38122.51
"598" 1928 57 547.99 35873.83
"599" 1928 58 693.26 34269.43
"600" 1928 59 613.13 33093.96
"601" 1928 60 697.32 31901.21
"602" 1928 61 637.11 30784.46
"603" 1928 62 774.43 29575.28
"604" 1928 63 751.37 28146.9
"605" 1928 64 760.43 26583.12
"606" 1928 65 943.78 25109.21
"607" 1928 66 786.42 23675.65
"608" 1928 67 810.46 22272.96
"609" 1928 68 954.76 20916.39
"610" 1928 69 916.7 19593.75
"611" 1928 70 943.72 18284.08
"612" 1928 71 875.52 17012.04
"613" 1928 72 987.78 15692.92
"614" 1928 73 953.7 14293.04
"615" 1928 74 946.73 12856.75
"616" 1928 75 927.7 11472.37
"617" 1928 76 949.66 10125.79
"618" 1928 77 863.51 8883.33
"619" 1928 78 1022.81 7788.35
"620" 1928 79 794.44 6815.4
"621" 1928 80 752.32 6001.38
"622" 1928 81 568.03 5153.8
"623" 1928 82 648.17 4393.8
"624" 1928 83 564.99 3721.55
"625" 1928 84 619.11 3108.22
"626" 1928 85 459.83 2511.03
"627" 1928 86 441.76 2020.11
"628" 1928 87 406.71 1601.19
"629" 1928 88 297.51 1243.42
"630" 1928 89 212.37 951.4
"631" 1928 90 237.43 727.21
"632" 1928 91 141.24 561.72
"633" 1928 92 137.24 412.64
"634" 1928 93 86.15 281.5
"635" 1928 94 85.14 209.5
"636" 1928 95 68.11 154.08
"637" 1928 96 22.03 107.85
"638" 1928 97 36.06 76.9
"639" 1928 98 17.04 51.16
"640" 1928 99 12.02 36.52
"641" 1929 20 322.49 91806.19
"642" 1929 21 321.47 88905.14
"643" 1929 22 347.48 86266.45
"644" 1929 23 312.45 84114.21
"645" 1929 24 302.45 82307.58
"646" 1929 25 321.47 80493.21
"647" 1929 26 304.45 78749.24
"648" 1929 27 276.41 77130.2
"649" 1929 28 313.47 75626.57
"650" 1929 29 303.46 74264.11
"651" 1929 30 313.48 73008.13
"652" 1929 31 229.34 71791.53
"653" 1929 32 274.43 70981.73
"654" 1929 33 272.41 70733.96
"655" 1929 34 286.44 70839.22
"656" 1929 35 349.54 70939.79
"657" 1929 36 314.48 71106
"658" 1929 37 294.46 71047.8
"659" 1929 38 390.62 70579.15
"660" 1929 39 356.54 69822.22
"661" 1929 40 411.64 69063.92
"662" 1929 41 338.55 68227.19
"663" 1929 42 433.68 67328.07
"664" 1929 43 436.7 66404.39
"665" 1929 44 428.65 65401.64
"666" 1929 45 519.82 64268.1
"667" 1929 46 423.67 63043.71
"668" 1929 47 440.71 61515.13
"669" 1929 48 523.82 59580.34
"670" 1929 49 552.87 57352.4
"671" 1929 50 583.91 55096.43
"672" 1929 51 468.75 52819.38
"673" 1929 52 602.95 50368.94
"674" 1929 53 543.86 47719.12
"675" 1929 54 618.97 44975.62
"676" 1929 55 593.95 42239.32
"677" 1929 56 555.87 39446.79
"678" 1929 57 545.87 37067.21
"679" 1929 58 645.05 35331.93
"680" 1929 59 642.03 34030.79
"681" 1929 60 739.15 32714.14
"682" 1929 61 631.97 31473.42
"683" 1929 62 729.12 30175.56
"684" 1929 63 765.23 28711.07
"685" 1929 64 838.35 27149.45
"686" 1929 65 944.47 25675.84
"687" 1929 66 791.23 24241.76
"688" 1929 67 860.35 22860.41
"689" 1929 68 1000.56 21555.34
"690" 1929 69 1019.59 20295.77
"691" 1929 70 1040.61 19051.78
"692" 1929 71 838.29 17856.53
"693" 1929 72 1075.65 16555.19
"694" 1929 73 938.46 15076.4
"695" 1929 74 1017.55 13501.58
"696" 1929 75 1010.56 11988.33
"697" 1929 76 978.51 10503.75
"698" 1929 77 834.23 9157.27
"699" 1929 78 950.44 8017.59
"700" 1929 79 780.2 7038.81
"701" 1929 80 838.21 6339.91
"702" 1929 81 669 5291.81
"703" 1929 82 691.04 4509.87
"704" 1929 83 624.92 3760.29
"705" 1929 84 609.92 3116.84
"706" 1929 85 555.83 2543.7
"707" 1929 86 447.67 2034.01
"708" 1929 87 390.59 1598.04
"709" 1929 88 318.45 1247.11
"710" 1929 89 283.42 964.8
"711" 1929 90 207.31 714.78
"712" 1929 91 142.21 544.94
"713" 1929 92 125.19 425.21
"714" 1929 93 98.15 300.84
"715" 1929 94 58.09 199.56
"716" 1929 95 45.07 144.88
"717" 1929 96 45.07 109.13
"718" 1929 97 33.05 73.81
"719" 1929 98 24.04 49.42
"720" 1929 99 12.01 34.93
"721" 1930 20 337.47 95169.46
"722" 1930 21 340.46 92257.89
"723" 1930 22 305.39 89573.88
"724" 1930 23 344.45 87342.54
"725" 1930 24 337.47 85422.37
"726" 1930 25 289.43 83474.41
"727" 1930 26 303.44 81588.4
"728" 1930 27 302.41 79762.76
"729" 1930 28 314.42 77967.83
"730" 1930 29 278.38 76261.27
"731" 1930 30 331.44 74672.16
"732" 1930 31 224.34 73123.49
"733" 1930 32 294.38 72032.39
"734" 1930 33 240.3 71586.34
"735" 1930 34 260.36 71560.91
"736" 1930 35 320.45 71536.79
"737" 1930 36 293.41 71584.17
"738" 1930 37 323.45 71491.56
"739" 1930 38 335.44 71107.02
"740" 1930 39 366.57 70513.12
"741" 1930 40 402.67 69923.22
"742" 1930 41 324.49 69276.5
"743" 1930 42 476.67 68543.07
"744" 1930 43 393.58 67738.38
"745" 1930 44 375.6 66819.32
"746" 1930 45 512.84 65776.96
"747" 1930 46 422.67 64641.93
"748" 1930 47 444.66 63183.15
"749" 1930 48 517.82 61293.03
"750" 1930 49 515.75 59085.63
"751" 1930 50 613.98 56837.72
"752" 1930 51 473.71 54561.87
"753" 1930 52 582.85 52077.24
"754" 1930 53 560.87 49340.33
"755" 1930 54 569.86 46479.15
"756" 1930 55 618.94 43619.48
"757" 1930 56 613.93 40700.55
"758" 1930 57 587.83 38195.03
"759" 1930 58 616.93 36341.11
"760" 1930 59 604.92 34930.71
"761" 1930 60 769.15 33503.45
"762" 1930 61 558.74 32152.08
"763" 1930 62 692.01 30775.64
"764" 1930 63 753.07 29279.39
"765" 1930 64 778.08 27722.29
"766" 1930 65 893.26 26250.15
"767" 1930 66 820.11 24817.24
"768" 1930 67 816.12 23452.63
"769" 1930 68 917.25 22180.42
"770" 1930 69 931.27 20959.28
"771" 1930 70 1059.42 19755.9
"772" 1930 71 855.09 18611.31
"773" 1930 72 1064.43 17316.93
"774" 1930 73 944.23 15774.04
"775" 1930 74 1024.27 14091.69
"776" 1930 75 986.26 12477.25
"777" 1930 76 932.25 10886.1
"778" 1930 77 823.01 9454.58
"779" 1930 78 883.08 8272.08
"780" 1930 79 863.11 7274.82
"781" 1930 80 854.07 6782.13
"782" 1930 81 605.74 5595.9
"783" 1930 82 671.84 4633.21
